OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
49-9071,"Maintenance and Repair Workers, General",1416740,34270.0,43180.0,53900.0,-1.014408
49-9081,Wind Turbine Service Technicians,10100,47040.0,56260.0,63930.0,-0.9709935
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",27540,30300.0,39040.0,48040.0,-0.7233995
49-9092,Commercial Divers,2670,47120.0,60360.0,115330.0,-1.102728
49-9094,Locksmiths and Safe Repairers,15380,36590.0,46910.0,59380.0,-0.8657498
49-9095,Manufactured Building and Mobile Home Installers,3530,29180.0,36360.0,38750.0,-1.414062
49-9096,Riggers,17980,37820.0,48130.0,61090.0,-1.221519
49-9097,Signal and Track Switch Repairers,8090,63360.0,80570.0,80900.0,-0.858221
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",88480,28990.0,33100.0,37880.0,-1.346555
49-9099,"Installation, Maintenance, and Repair Workers, All Other",164070,34470.0,42570.0,53350.0,-0.5900791
51-1011,First-Line Supervisors of Production and Operating Workers,629420,48280.0,61790.0,78820.0,-0.0845282
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",33320,38870.0,49480.0,73470.0,-0.8684706
51-2021,"Coil Winders, Tapers, and Finishers",11090,33120.0,38360.0,47500.0,-0.8289722
51-2031,Engine and Other Machine Assemblers,45990,37610.0,47440.0,60020.0,-0.9561453
51-2041,Structural Metal Fabricators and Fitters,61070,37180.0,45480.0,49470.0,-1.076307
51-3011,Bakers,181800,27660.0,29750.0,36930.0,-0.3852989
51-3021,Butchers and Meat Cutters,145930,29120.0,36050.0,38990.0,-0.9709924
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",132100,28470.0,29730.0,36920.0,-1.10563
51-3023,Slaughterers and Meat Packers,86450,29090.0,29900.0,36870.0,-1.834668
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",21050,29060.0,35480.0,43380.0,-0.758859
51-3092,Food Batchmakers,155240,29160.0,35780.0,44170.0,-0.3791114
51-3093,Food Cooking Machine Operators and Tenders,26710,29470.0,35890.0,38580.0,-0.5559894
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",59490,31900.0,37750.0,47330.0,-1.234352
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",11500,36750.0,44520.0,49190.0,-0.8046677
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",31650,37610.0,46210.0,56140.0,-1.08921
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179630,30520.0,37630.0,47160.0,-1.036569
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6810,33980.0,38580.0,47970.0,-0.7598132
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67750,30500.0,37550.0,47150.0,-0.9901662
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19690,36750.0,44240.0,48920.0,-1.06734
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",14920,37370.0,46850.0,56500.0,-0.8703219
51-4041,Machinists,333220,37770.0,47730.0,60040.0,-0.8675535
51-4051,Metal-Refining Furnace Operators and Tenders,15540,37200.0,46690.0,58240.0,-1.167465
51-4052,"Pourers and Casters, Metal",6570,36750.0,45850.0,50480.0,-1.00914
51-4061,"Model Makers, Metal and Plastic",3690,43480.0,55630.0,76920.0,-0.7421977
51-4062,"Patternmakers, Metal and Plastic",2090,37710.0,48090.0,60660.0,-0.6131331
51-4071,Foundry Mold and Coremakers,13610,30590.0,37710.0,47440.0,-1.740349
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",163210,29570.0,36370.0,44810.0,-1.146139
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134880,30280.0,37630.0,47500.0,-0.74266
51-4111,Tool and Die Makers,63630,46720.0,57000.0,63430.0,-0.5317897
51-4121,"Welders, Cutters, Solderers, and Brazers",397600,37860.0,47010.0,56850.0,-1.197596
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",29980,36020.0,38580.0,48290.0,-1.002411
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14540,31890.0,38450.0,47940.0,-1.092486
51-4192,"Layout Workers, Metal and Plastic",6840,39460.0,51690.0,61620.0,-0.7221353
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32310,30120.0,37200.0,45760.0,-0.8999876
51-4194,"Tool Grinders, Filers, and Sharpeners",6100,34330.0,38430.0,48980.0,-0.8809238
51-5111,Prepress Technicians and Workers,25840,34180.0,42610.0,48960.0,0.4107973
51-5112,Printing Press Operators,145290,30160.0,37770.0,47640.0,-0.7093881
51-5113,Print Binding and Finishing Workers,40810,29610.0,36590.0,45820.0,-0.9062089
51-6011,Laundry and Dry-Cleaning Workers,157400,23040.0,28350.0,29820.0,-1.054399
51-6021,"Pressers, Textile, Garment, and Related Materials",26910,23290.0,28680.0,29820.0,-1.950063
51-6031,Sewing Machine Operators,116220,26120.0,29690.0,36100.0,-0.9639661
51-6041,Shoe and Leather Workers and Repairers,5620,28350.0,31450.0,38100.0,-0.990912
51-6042,Shoe Machine Operators and Tenders,3610,23440.0,28560.0,34490.0,-1.029855
51-6051,"Sewers, Hand",4170,26330.0,29930.0,36530.0,-0.5987218
51-6052,"Tailors, Dressmakers, and Custom Sewers",17270,27900.0,31420.0,38660.0,-0.4305268
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6240,28350.0,29930.0,36670.0,-0.8609312
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",11970,28350.0,29960.0,37150.0,-1.022949
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",16330,29030.0,33990.0,37170.0,-1.241662
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22160,29020.0,30020.0,36990.0,-1.392929
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14040,30750.0,37550.0,47440.0,-0.8596925
51-6092,Fabric and Apparel Patternmakers,3220,37630.0,58650.0,79540.0,-0.0831096
51-6093,Upholsterers,28020,29750.0,37420.0,46210.0,-1.313735
51-7011,Cabinetmakers and Bench Carpenters,93070,30070.0,37540.0,47160.0,-1.327489
51-7021,Furniture Finishers,16300,29610.0,36580.0,44520.0,-1.197727
51-7031,"Model Makers, Wood",340,46910.0,60780.0,75940.0,-0.7278869
51-7032,"Patternmakers, Wood",210,37710.0,46920.0,62680.0,-1.057897
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",45350,29120.0,35340.0,38090.0,-1.165031
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",67210,29390.0,36090.0,38190.0,-1.130357
51-8011,Nuclear Power Reactor Operators,4820,98390.0,104260.0,126950.0,0.7705302
51-8012,Power Distributors and Dispatchers,9660,79270.0,98530.0,109180.0,0.5012214
51-8013,Power Plant Operators,28960,62890.0,80850.0,100340.0,-0.3482779
51-8021,Stationary Engineers and Boiler Operators,29820,49760.0,63500.0,80730.0,-0.5032496
51-8031,Water and Wastewater Treatment Plant and System Operators,121150,37720.0,47880.0,60740.0,-0.44501
51-8091,Chemical Plant and System Operators,21740,48920.0,70200.0,81250.0,-0.3831282
51-8092,Gas Plant Operators,15110,61410.0,77850.0,96200.0,-0.2982082
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",34230,64350.0,79540.0,98030.0,-0.370036
51-8099,"Plant and System Operators, All Other",15420,38070.0,50250.0,66670.0,-0.6702387
51-9011,Chemical Equipment Operators and Tenders,106170,37610.0,48090.0,61690.0,-0.511521
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",48620,36750.0,46030.0,54650.0,-0.9379141
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",31800,33240.0,38760.0,48500.0,-1.043476
51-9022,"Grinding and Polishing Workers, Hand",15680,29750.0,35670.0,38910.0,-1.146524
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",108440,34090.0,38420.0,47850.0,-0.819664
51-9031,"Cutters and Trimmers, Hand",7920,28100.0,30230.0,37740.0,-0.9479839
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",55930,31310.0,37810.0,47280.0,-1.079282
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",56570,30280.0,37660.0,47430.0,-1.042151
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14180,36070.0,43710.0,49200.0,-0.9582346
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",551380,31540.0,38580.0,49450.0,-0.0293395
51-9071,Jewelers and Precious Stone and Metal Workers,24350,35490.0,46640.0,58260.0,-0.1560197
51-9081,Dental Laboratory Technicians,34150,36160.0,45770.0,57730.0,0.0013206
51-9082,Medical Appliance Technicians,15300,35940.0,45280.0,49970.0,-0.4949538
51-9083,Ophthalmic Laboratory Technicians,18930,30010.0,37270.0,46210.0,-0.5966759
51-9111,Packaging and Filling Machine Operators and Tenders,358640,29250.0,35960.0,42050.0,-0.978608
51-9123,"Painting, Coating, and Decorating Workers",11850,30010.0,37330.0,45850.0,-0.9705587
51-9141,Semiconductor Processing Technicians,24020,36100.0,39870.0,55910.0,-0.6372312
51-9151,Photographic Process Workers and Processing Machine Operators,5740,29690.0,36590.0,46460.0,-0.3615806
51-9191,Adhesive Bonding Machine Operators and Tenders,12510,29820.0,37630.0,46480.0,-1.311418
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13580,29250.0,35090.0,38940.0,-1.141885
51-9193,Cooling and Freezing Equipment Operators and Tenders,7500,35150.0,40390.0,48330.0,-0.9604952
51-9194,Etchers and Engravers,7110,29460.0,36590.0,43950.0,-0.6395226
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",38420,30270.0,37500.0,46210.0,-1.183408
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",87480,36390.0,44820.0,48640.0,-0.8740445
51-9197,Tire Builders,17240,37630.0,47940.0,60110.0,-1.610915
51-9198,Helpers--Production Workers,202860,28260.0,30000.0,37120.0,-1.411304
51-9199,"Production Workers, All Other",204500,28840.0,32930.0,39530.0,-1.290964
53-2012,Commercial Pilots,42770,75370.0,99640.0,134110.0,-0.1817332
53-2021,Air Traffic Controllers,21230,90330.0,129750.0,163700.0,1.152798
53-2022,Airfield Operations Specialists,12610,37990.0,47880.0,63350.0,0.4845738
53-2031,Flight Attendants,96900,48780.0,61640.0,76920.0,-0.7621183
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",11710,24320.0,29120.0,34720.0,-0.8298703
53-3031,Driver/Sales Workers,477020,22570.0,29280.0,37810.0,-0.7293087
53-3032,Heavy and Tractor-Trailer Truck Drivers,1903420,38570.0,48310.0,59950.0,-1.149057
53-3033,Light Truck Drivers,1010040,30350.0,38280.0,48790.0,-1.120501
53-4011,Locomotive Engineers,38980,62410.0,79740.0,82050.0,-0.4977403
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4460,47350.0,61090.0,64500.0,-0.8320907
53-4031,Railroad Conductors and Yardmasters,48030,61220.0,63960.0,77710.0,-0.4662731
53-4041,Subway and Streetcar Operators,10310,61000.0,81180.0,81980.0,-0.6155429
53-5011,Sailors and Marine Oilers,26610,35380.0,46720.0,61430.0,-1.150001
53-5021,"Captains, Mates, and Pilots of Water Vessels",33490,59400.0,81640.0,122520.0,-0.4281868
53-5022,Motorboat Operators,2740,32620.0,38670.0,51020.0,-0.8871186
53-5031,Ship Engineers,7650,64330.0,82410.0,105910.0,-0.5264951
53-6011,Bridge and Lock Tenders,4040,28690.0,45390.0,59250.0,-0.6322159
53-6021,Parking Attendants,91160,23410.0,29240.0,31110.0,-0.8353891
53-6031,Automotive and Watercraft Service Attendants,111480,24960.0,29330.0,31030.0,-1.221489
53-6041,Traffic Technicians,7770,38500.0,48610.0,61920.0,0.3995872
53-6051,Transportation Inspectors,25070,50780.0,79770.0,98280.0,-0.18376
53-6061,Passenger Attendants,21240,29210.0,30470.0,38980.0,-0.3752249
53-7011,Conveyor Operators and Tenders,28650,29650.0,36420.0,40490.0,-0.7554432
53-7021,Crane and Tower Operators,43400,48140.0,62240.0,77930.0,-1.030619
53-7031,Dredge Operators,1650,38250.0,46210.0,61740.0,-1.016648
53-7041,Hoist and Winch Operators,2610,37820.0,52300.0,77980.0,-0.9781997
53-7051,Industrial Truck and Tractor Operators,758290,36000.0,38380.0,47230.0,-1.39869
53-7061,Cleaners of Vehicles and Equipment,351960,24180.0,29280.0,34620.0,-1.629897
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2729010,29240.0,31230.0,37970.0,-1.709183
53-7063,Machine Feeders and Offbearers,60880,29920.0,37010.0,39460.0,-1.037413
53-7064,"Packers and Packagers, Hand",585270,26090.0,29940.0,36060.0,-1.51362
53-7071,Gas Compressor and Gas Pumping Station Operators,2910,49400.0,70720.0,80500.0,-0.6909992
53-7072,"Pump Operators, Except Wellhead Pumpers",10600,38830.0,49580.0,64740.0,-0.8422927
53-7073,Wellhead Pumpers,16040,49790.0,63740.0,79520.0,-1.091197
53-7081,Refuse and Recyclable Material Collectors,126050,30270.0,38500.0,48870.0,-1.283373
53-7121,"Tank Car, Truck, and Ship Loaders",12090,38570.0,49390.0,77610.0,-1.38776
