OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",23520,37210.0,44070.0,49120.0,-0.8847935
37-3013,Tree Trimmers and Pruners,50270,40720.0,49070.0,60450.0,-1.727035
39-2011,Animal Trainers,19240,33120.0,38810.0,49080.0,-0.9167759
39-2021,Animal Caretakers,268830,28030.0,31200.0,36220.0,-0.8890408
39-3011,Gambling Dealers,80570,23350.0,32240.0,47010.0,0.0605832
39-3012,Gambling and Sports Book Writers and Runners,8700,24260.0,29170.0,35880.0,0.4652752
39-3021,Motion Picture Projectionists,2610,27040.0,35160.0,46260.0,-0.3786598
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",117560,25170.0,29780.0,34800.0,-0.2420959
39-3091,Amusement and Recreation Attendants,361680,24750.0,29390.0,34490.0,-0.5246153
39-3092,Costume Attendants,6300,38860.0,52370.0,76170.0,-0.4533608
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",14720,27210.0,33450.0,38490.0,-0.3454376
39-4011,Embalmers,3380,45130.0,54090.0,63100.0,-0.7311451
39-4021,Funeral Attendants,32620,28820.0,33850.0,38110.0,-0.5445412
39-4031,"Morticians, Undertakers, and Funeral Arrangers",24200,39320.0,51030.0,71300.0,-0.1903759
39-5011,Barbers,15990,30130.0,36150.0,49220.0,-0.7294621
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",294840,28850.0,34970.0,47420.0,-0.6824517
39-5091,"Makeup Artists, Theatrical and Performance",4130,22720.0,47390.0,101330.0,-0.4596138
39-5092,Manicurists and Pedicurists,144810,31180.0,34250.0,36920.0,0.0335124
39-5093,Shampooers,7360,26620.0,29530.0,32600.0,-0.905371
39-5094,Skincare Specialists,65270,33310.0,43200.0,58730.0,-0.2628396
39-6011,Baggage Porters and Bellhops,28780,30180.0,34840.0,39290.0,-1.272015
39-6012,Concierges,41020,33300.0,37150.0,45440.0,0.855832
39-9011,Childcare Workers,497450,27040.0,30370.0,36200.0,-0.3834794
39-9031,Exercise Trainers and Group Fitness Instructors,279450,33700.0,46480.0,61610.0,-2.111948
39-9032,Recreation Workers,281750,29120.0,34410.0,39840.0,-0.2441154
39-9041,Residential Advisors,88700,32510.0,37950.0,46310.0,0.4746119
41-1011,First-Line Supervisors of Retail Sales Workers,1087890,37090.0,46730.0,59720.0,0.0191826
41-1012,First-Line Supervisors of Non-Retail Sales Workers,227150,63510.0,84570.0,119530.0,1.316195
41-2011,Cashiers,3298660,26870.0,29720.0,34500.0,-0.2480887
41-2012,Gambling Change Persons and Booth Cashiers,20560,27570.0,33230.0,39340.0,-0.0500926
41-2021,Counter and Rental Clerks,390300,32240.0,37400.0,46790.0,0.0784367
41-2022,Parts Salespersons,260770,29830.0,36860.0,47470.0,-0.1184909
41-2031,Retail Salespersons,3684740,28600.0,33680.0,37390.0,0.0873069
41-3011,Advertising Sales Agents,108100,43740.0,61270.0,90930.0,1.162588
41-3021,Insurance Sales Agents,457510,43440.0,59080.0,83420.0,1.341258
41-3031,"Securities, Commodities, and Financial Services Sales Agents",479630,50080.0,76900.0,127670.0,1.256298
41-3041,Travel Agents,58250,37720.0,47410.0,59290.0,1.133598
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",311780,64700.0,99710.0,143220.0,0.8911985
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1288920,48520.0,65630.0,96090.0,0.8224681
41-9011,Demonstrators and Product Promoters,50790,32330.0,36970.0,45650.0,0.1235652
41-9012,Models,3090,34390.0,47430.0,64480.0,-1.122021
41-9021,Real Estate Brokers,51350,47200.0,63060.0,98060.0,1.149681
41-9022,Real Estate Sales Agents,197720,38050.0,54300.0,81460.0,0.8649445
41-9031,Sales Engineers,59340,87030.0,116950.0,160720.0,1.145416
41-9041,Telemarketers,81580,28810.0,34480.0,40380.0,1.118129
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",6220,29540.0,34910.0,46140.0,1.107101
43-1011,First-Line Supervisors of Office and Administrative Support Workers,1504570,50160.0,63450.0,79690.0,1.038688
43-2011,"Switchboard Operators, Including Answering Service",43830,31600.0,36750.0,43840.0,0.9832644
43-2021,Telephone Operators,4600,33820.0,38080.0,48590.0,1.019712
43-3011,Bill and Account Collectors,190910,37260.0,44250.0,50680.0,1.271991
43-3021,Billing and Posting Clerks,430220,38390.0,45590.0,52170.0,1.333455
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",1501910,38790.0,47440.0,58040.0,1.039749
43-3041,Gambling Cage Workers,12560,29590.0,36110.0,41180.0,0.4026518
43-3051,Payroll and Timekeeping Clerks,157230,43680.0,52240.0,63330.0,1.257632
43-3061,Procurement Clerks,61580,38940.0,46670.0,54790.0,1.487838
43-3071,Tellers,340820,34970.0,37640.0,43900.0,0.4727723
43-4011,Brokerage Clerks,48060,50830.0,60150.0,72080.0,1.144877
43-4021,Correspondence Clerks,4650,36250.0,42120.0,57660.0,1.149758
43-4031,"Court, Municipal, and License Clerks",157960,37850.0,46110.0,57010.0,1.166267
43-4041,"Credit Authorizers, Checkers, and Clerks",14290,39110.0,48000.0,57130.0,1.440296
43-4051,Customer Service Representatives,2858710,34780.0,39680.0,48480.0,0.9562519
43-4061,"Eligibility Interviewers, Government Programs",150190,41290.0,50270.0,61510.0,1.226286
43-4071,File Clerks,82290,32350.0,38130.0,47180.0,0.2839743
43-4081,"Hotel, Motel, and Resort Desk Clerks",263800,28100.0,30790.0,36040.0,0.6063127
43-4111,"Interviewers, Except Eligibility and Loan",160550,35600.0,40300.0,48350.0,1.297031
43-4121,"Library Assistants, Clerical",83680,28670.0,34020.0,41300.0,0.2038919
43-4131,Loan Interviewers and Clerks,203940,39270.0,47380.0,57150.0,1.364395
43-4141,New Accounts Clerks,41180,37970.0,44630.0,48730.0,1.174998
43-4151,Order Clerks,91830,35590.0,41600.0,49660.0,0.8388861
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",101440,40070.0,47710.0,56010.0,1.353098
43-4171,Receptionists and Information Clerks,1003820,30450.0,35840.0,40720.0,1.013186
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,119270,36070.0,40610.0,57030.0,0.227312
43-5011,Cargo and Freight Agents,105220,40410.0,48330.0,60140.0,1.405415
43-5021,Couriers and Messengers,72010,32870.0,36710.0,42270.0,-0.9591126
43-5031,Public Safety Telecommunicators,97820,39560.0,48890.0,61460.0,0.9074452
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",206090,37800.0,46860.0,59500.0,1.234523
43-5041,"Meter Readers, Utilities",19900,37660.0,47720.0,65600.0,-0.9723772
43-5051,Postal Service Clerks,78130,53440.0,59570.0,71840.0,-0.5186997
43-5052,Postal Service Mail Carriers,331600,46030.0,56330.0,75300.0,-1.064715
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",116540,42810.0,53440.0,70740.0,-1.185001
43-5061,"Production, Planning, and Expediting Clerks",393980,44330.0,53900.0,67290.0,0.6999103
43-5071,"Shipping, Receiving, and Inventory Clerks",844120,35470.0,39780.0,47600.0,-0.7463213
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",51250,36830.0,43270.0,50080.0,-0.1860789
43-6011,Executive Secretaries and Executive Administrative Assistants,483570,56960.0,70310.0,84860.0,1.079643
43-6012,Legal Secretaries and Administrative Assistants,152790,41450.0,50680.0,66510.0,1.014541
43-6013,Medical Secretaries and Administrative Assistants,749500,36540.0,40640.0,47930.0,1.217982
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1785430,36330.0,44280.0,52200.0,1.099056
43-9021,Data Entry Keyers,154230,32660.0,37790.0,46020.0,0.3108081
43-9022,Word Processors and Typists,37200,38460.0,46450.0,53020.0,0.6219606
43-9031,Desktop Publishers,5220,38350.0,51290.0,71420.0,0.3437743
43-9041,Insurance Claims and Policy Processing Clerks,241650,38810.0,46900.0,57420.0,1.240201
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",66600,32540.0,36880.0,42860.0,-0.8184676
43-9061,"Office Clerks, General",2496370,33660.0,40480.0,49820.0,0.9888986
43-9071,"Office Machine Operators, Except Computer",27960,32040.0,37450.0,44790.0,-0.5171404
43-9081,Proofreaders and Copy Markers,5490,37940.0,48790.0,59090.0,1.288375
43-9111,Statistical Assistants,7200,43440.0,50510.0,61960.0,1.389965
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27150,45510.0,57320.0,73460.0,-0.4791843
45-2011,Agricultural Inspectors,12660,39640.0,48010.0,60690.0,0.1704867
45-2021,Animal Breeders,1360,39980.0,47540.0,61330.0,-1.044292
45-2041,"Graders and Sorters, Agricultural Products",23430,32240.0,34360.0,37020.0,-1.370968
45-2091,Agricultural Equipment Operators,28910,35190.0,39690.0,46650.0,-1.145156
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",258730,32980.0,34470.0,37010.0,-1.601349
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32590,29600.0,35120.0,42850.0,-1.108432
45-4011,Forest and Conservation Workers,5750,31200.0,33940.0,40100.0,-1.064205
45-4021,Fallers,4800,44510.0,53170.0,69780.0,-1.795407
45-4022,Logging Equipment Operators,23720,37900.0,48240.0,60000.0,-1.003702
45-4023,Log Graders and Scalers,3640,37970.0,45600.0,55100.0,-0.4768305
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,777420,60870.0,76760.0,97750.0,-0.3054048
47-2011,Boilermakers,11130,61220.0,71140.0,85270.0,-1.097532
47-2021,Brickmasons and Blockmasons,56830,48250.0,59640.0,74900.0,-1.75434
47-2022,Stonemasons,9790,45940.0,51830.0,64700.0,-1.714759
47-2031,Carpenters,700290,46130.0,56350.0,72290.0,-1.323631
47-2041,Carpet Installers,15560,36930.0,47520.0,61580.0,-1.564577
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",25150,40840.0,48840.0,66170.0,-1.301024
47-2043,Floor Sanders and Finishers,5070,38530.0,47760.0,57520.0,-1.748722
47-2044,Tile and Stone Setters,42420,38330.0,48910.0,62230.0,-1.22543
47-2051,Cement Masons and Concrete Finishers,203560,44690.0,50720.0,63750.0,-1.777407
47-2053,Terrazzo Workers and Finishers,1460,39010.0,48900.0,60320.0,-1.776065
47-2061,Construction Laborers,1019090,37070.0,45300.0,56780.0,-1.622988
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",43080,41600.0,48980.0,62400.0,-1.184739
47-2072,Pile Driver Operators,3010,49370.0,63550.0,91460.0,-1.220009
47-2073,Operating Engineers and Other Construction Equipment Operators,450370,46270.0,56160.0,72970.0,-0.8815078
47-2081,Drywall and Ceiling Tile Installers,90860,45860.0,55700.0,71780.0,-1.647971
47-2082,Tapers,15560,52000.0,63350.0,84610.0,-1.540774
47-2111,Electricians,712580,48100.0,61590.0,80260.0,-0.7796905
47-2121,Glaziers,53390,43840.0,51100.0,64470.0,-1.388901
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",38510,38330.0,47540.0,60510.0,-1.618772
47-2132,"Insulation Workers, Mechanical",22850,46090.0,53920.0,71200.0,-1.268615
47-2141,"Painters, Construction and Maintenance",215910,38970.0,47700.0,59480.0,-1.58799
47-2142,Paperhangers,1830,40760.0,48460.0,60820.0,-1.72753
47-2151,Pipelayers,34840,39660.0,47330.0,60480.0,-1.225611
47-2152,"Plumbers, Pipefitters, and Steamfitters",436160,47810.0,61550.0,80190.0,-1.121219
47-2161,Plasterers and Stucco Masons,22310,44810.0,52640.0,68650.0,-1.755588
47-2171,Reinforcing Iron and Rebar Workers,17400,46460.0,54850.0,65490.0,-1.970997
47-2181,Roofers,135140,44150.0,50030.0,62330.0,-1.752941
47-2211,Sheet Metal Workers,116190,45840.0,58780.0,78620.0,-1.174972
47-2221,Structural Iron and Steel Workers,63780,48860.0,62760.0,80040.0,-1.780065
47-2231,Solar Photovoltaic Installers,24510,42740.0,48800.0,60180.0,-0.9441692
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",16460,37070.0,42470.0,50430.0,-1.94229
47-3012,Helpers--Carpenters,21770,34450.0,39380.0,46540.0,-1.425282
47-3013,Helpers--Electricians,68670,35040.0,38340.0,46470.0,-1.506896
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7700,32180.0,37010.0,43680.0,-2.04484
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",45300,34320.0,37650.0,44140.0,-1.678876
47-3016,Helpers--Roofers,4540,35010.0,38620.0,45400.0,-1.89822
47-4011,Construction and Building Inspectors,133640,53400.0,67700.0,86530.0,0.2860245
47-4021,Elevator and Escalator Installers and Repairers,23990,75570.0,102420.0,127310.0,-0.8604742
47-4031,Fence Erectors,21470,37220.0,44410.0,50950.0,-1.902113
47-4041,Hazardous Materials Removal Workers,49960,39200.0,47280.0,60870.0,-0.6887439
47-4051,Highway Maintenance Workers,150860,38810.0,47360.0,57260.0,-1.27909
47-4061,Rail-Track Laying and Maintenance Equipment Operators,18770,59350.0,67000.0,80480.0,-1.39906
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,27900,38590.0,46910.0,57270.0,-1.210591
47-5011,"Derrick Operators, Oil and Gas",11510,47420.0,58210.0,66800.0,-1.415002
47-5012,"Rotary Drill Operators, Oil and Gas",12180,50060.0,61770.0,79560.0,-0.7737326
47-5013,"Service Unit Operators, Oil and Gas",46150,45570.0,55750.0,67790.0,-0.971916
47-5041,Continuous Mining Machine Operators,15700,49450.0,61420.0,75730.0,-1.165492
47-5051,"Rock Splitters, Quarry",3610,37440.0,46530.0,56940.0,-1.763494
47-5071,"Roustabouts, Oil and Gas",43830,38410.0,46340.0,53590.0,-1.518977
47-5081,Helpers--Extraction Workers,7360,38280.0,45520.0,55100.0,-1.543154
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",589880,58900.0,75820.0,96310.0,-0.0205169
49-2011,"Computer, Automated Teller, and Office Machine Repairers",77580,37210.0,45760.0,58240.0,-0.3458247
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",11810,48380.0,61310.0,79800.0,-0.6335382
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",159670,47870.0,61270.0,78230.0,-0.853048
49-2091,Avionics Technicians,21280,61880.0,77420.0,91910.0,-0.1728535
49-2092,"Electric Motor, Power Tool, and Related Repairers",16010,40440.0,49230.0,61160.0,-0.8106341
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7920,64060.0,79160.0,86500.0,-0.8303875
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58320,53350.0,66680.0,81330.0,-0.4632031
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",24790,78340.0,96600.0,107830.0,-0.5522636
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",8900,37790.0,45570.0,54690.0,-0.7915968
49-2097,Audiovisual Equipment Installers and Repairers,24720,39940.0,48380.0,62340.0,-0.571284
49-2098,Security and Fire Alarm Systems Installers,83540,45580.0,56430.0,65570.0,-0.6926484
49-3011,Aircraft Mechanics and Service Technicians,137630,59190.0,75020.0,88350.0,-0.6551197
49-3021,Automotive Body and Related Repairers,151910,41430.0,48740.0,62060.0,-1.180589
49-3022,Automotive Glass Installers and Repairers,16890,37180.0,45320.0,51970.0,-1.202285
49-3023,Automotive Service Technicians and Mechanics,676570,36910.0,47770.0,62310.0,-0.9547055
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,285030,47730.0,58970.0,70470.0,-1.010472
49-3041,Farm Equipment Mechanics and Service Technicians,36830,41290.0,49210.0,61310.0,-1.20703
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",177280,50420.0,61900.0,75260.0,-1.169815
49-3043,Rail Car Repairers,19480,49900.0,65030.0,78240.0,-1.448102
49-3051,Motorboat Mechanics and Service Technicians,23230,41540.0,49990.0,61210.0,-0.8863602
49-3052,Motorcycle Mechanics,14330,36980.0,46270.0,58110.0,-0.763721
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,36080,36430.0,44140.0,51120.0,-0.8941408
49-3091,Bicycle Repairers,13980,34140.0,38320.0,45130.0,-0.9226068
49-3092,Recreational Vehicle Service Technicians,17360,38690.0,47950.0,60200.0,-0.9244052
49-3093,Tire Repairers and Changers,101520,31140.0,35790.0,39910.0,-1.550724
49-9011,Mechanical Door Repairers,27800,42330.0,48650.0,59700.0,-1.383152
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",47780,49520.0,70100.0,94670.0,-0.7606913
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",397450,46550.0,57300.0,71120.0,-0.8491117
49-9031,Home Appliance Repairers,29950,37660.0,47170.0,59240.0,-0.9703799
49-9041,Industrial Machinery Mechanics,412650,49780.0,61420.0,75030.0,-1.133177
49-9043,"Maintenance Workers, Machinery",58040,46280.0,57350.0,67320.0,-0.9735492
49-9044,Millwrights,37930,51530.0,62980.0,76380.0,-1.266085
49-9045,"Refractory Materials Repairers, Except Brickmasons",540,35730.0,48410.0,62670.0,-1.237463
49-9051,Electrical Power-Line Installers and Repairers,120170,63120.0,85420.0,104230.0,-1.081398
49-9052,Telecommunications Line Installers and Repairers,98950,48540.0,64640.0,91500.0,-1.083883
49-9061,Camera and Photographic Equipment Repairers,2540,42840.0,46850.0,63940.0,0.0546422
49-9062,Medical Equipment Repairers,64400,45180.0,60670.0,78160.0,-0.2768838
49-9063,Musical Instrument Repairers and Tuners,6170,34980.0,42800.0,52590.0,-0.5306271
49-9064,Watch and Clock Repairers,1880,43660.0,58140.0,68340.0,-0.2123996
49-9071,"Maintenance and Repair Workers, General",1503150,37160.0,46700.0,59640.0,-1.014408
49-9081,Wind Turbine Service Technicians,9800,52770.0,61770.0,74940.0,-0.9709935
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",36100,35420.0,44980.0,53550.0,-0.7233995
49-9092,Commercial Divers,2790,46440.0,61300.0,89750.0,-1.102728
49-9094,Locksmiths and Safe Repairers,14790,37950.0,48380.0,62070.0,-0.8657498
49-9095,Manufactured Building and Mobile Home Installers,2910,33860.0,38980.0,45650.0,-1.414062
49-9096,Riggers,23870,45220.0,56220.0,75350.0,-1.221519
49-9097,Signal and Track Switch Repairers,9200,76760.0,82710.0,91050.0,-0.858221
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",101890,31310.0,36710.0,44230.0,-1.346555
49-9099,"Installation, Maintenance, and Repair Workers, All Other",175860,37770.0,46500.0,59250.0,-0.5900791
51-1011,First-Line Supervisors of Production and Operating Workers,671160,52000.0,65930.0,82680.0,-0.0845282
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",29810,49080.0,61240.0,78030.0,-0.8684706
51-2021,"Coil Winders, Tapers, and Finishers",11900,37480.0,44890.0,52040.0,-0.8289722
51-2031,Engine and Other Machine Assemblers,47960,40480.0,50270.0,67210.0,-0.9561453
51-2041,Structural Metal Fabricators and Fitters,57810,41180.0,48480.0,57520.0,-1.076307
51-3011,Bakers,220230,29570.0,34950.0,38760.0,-0.3852989
51-3021,Butchers and Meat Cutters,136330,32240.0,37650.0,46020.0,-0.9709924
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",138300,31820.0,36300.0,40670.0,-1.10563
51-3023,Slaughterers and Meat Packers,71310,34560.0,38160.0,44280.0,-1.834668
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19570,34740.0,39850.0,48480.0,-0.758859
51-3092,Food Batchmakers,169190,33610.0,38460.0,47170.0,-0.3791114
51-3093,Food Cooking Machine Operators and Tenders,29730,33430.0,38550.0,45870.0,-0.5559894
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",63370,37320.0,44390.0,50800.0,-1.234352
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",9170,38390.0,46990.0,54220.0,-0.8046677
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",24750,40240.0,47040.0,55220.0,-1.08921
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179230,36620.0,42400.0,49030.0,-1.036569
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5740,38840.0,44620.0,53410.0,-0.7598132
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",75260,37020.0,42610.0,48800.0,-0.9901662
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",19560,39460.0,47110.0,55860.0,-1.06734
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",13990,38390.0,47200.0,59280.0,-0.8703219
51-4041,Machinists,290720,43680.0,50840.0,62860.0,-0.8675535
51-4051,Metal-Refining Furnace Operators and Tenders,20870,44080.0,50250.0,63820.0,-1.167465
51-4052,"Pourers and Casters, Metal",5460,40140.0,48690.0,57780.0,-1.00914
51-4061,"Model Makers, Metal and Plastic",2840,49270.0,64190.0,76960.0,-0.7421977
51-4062,"Patternmakers, Metal and Plastic",2150,44090.0,49670.0,64830.0,-0.6131331
51-4071,Foundry Mold and Coremakers,11780,37390.0,44300.0,50380.0,-1.740349
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",158980,34900.0,38870.0,47320.0,-1.146139
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",127790,36330.0,41600.0,49660.0,-0.74266
51-4111,Tool and Die Makers,58150,49070.0,61490.0,74030.0,-0.5317897
51-4121,"Welders, Cutters, Solderers, and Brazers",421730,42760.0,48940.0,59900.0,-1.197596
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33020,38600.0,45350.0,52430.0,-1.002411
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14950,38330.0,44240.0,51570.0,-1.092486
51-4192,"Layout Workers, Metal and Plastic",6660,48180.0,62270.0,66580.0,-0.7221353
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",31970,35480.0,39740.0,47530.0,-0.8999876
51-4194,"Tool Grinders, Filers, and Sharpeners",6660,38030.0,46410.0,56950.0,-0.8809238
51-5111,Prepress Technicians and Workers,23590,36390.0,45070.0,54330.0,0.4107973
51-5112,Printing Press Operators,151450,35560.0,41860.0,50160.0,-0.7093881
51-5113,Print Binding and Finishing Workers,38880,34520.0,38100.0,46740.0,-0.9062089
51-6011,Laundry and Dry-Cleaning Workers,185000,27690.0,31050.0,35460.0,-1.054399
51-6021,"Pressers, Textile, Garment, and Related Materials",28700,28460.0,32240.0,36050.0,-1.950063
51-6031,Sewing Machine Operators,116130,29690.0,34440.0,38340.0,-0.9639661
51-6041,Shoe and Leather Workers and Repairers,7230,29600.0,36020.0,41990.0,-0.990912
51-6042,Shoe Machine Operators and Tenders,4630,30420.0,36970.0,42650.0,-1.029855
51-6051,"Sewers, Hand",3390,29020.0,32240.0,37170.0,-0.5987218
51-6052,"Tailors, Dressmakers, and Custom Sewers",14950,31820.0,36650.0,44510.0,-0.4305268
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,6650,30410.0,35340.0,40520.0,-0.8609312
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",9760,31490.0,36620.0,41100.0,-1.022949
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",15980,31950.0,37130.0,41860.0,-1.241662
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",23550,32950.0,35530.0,39780.0,-1.392929
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",14520,37980.0,44030.0,49990.0,-0.8596925
51-6092,Fabric and Apparel Patternmakers,2670,40760.0,62510.0,82340.0,-0.0831096
51-6093,Upholsterers,25740,36090.0,42730.0,49740.0,-1.313735
51-7011,Cabinetmakers and Bench Carpenters,88460,36550.0,43260.0,49470.0,-1.327489
51-7021,Furniture Finishers,14380,34980.0,39790.0,47640.0,-1.197727
51-7031,"Model Makers, Wood",590,37440.0,45040.0,63740.0,-0.7278869
51-7032,"Patternmakers, Wood",260,43730.0,48630.0,55030.0,-1.057897
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",43570,33470.0,38000.0,45970.0,-1.165031
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61250,34500.0,38260.0,46100.0,-1.130357
51-8011,Nuclear Power Reactor Operators,5760,103880.0,120350.0,134100.0,0.7705302
51-8012,Power Distributors and Dispatchers,9040,87440.0,104750.0,122830.0,0.5012214
51-8013,Power Plant Operators,31490,72860.0,97010.0,106780.0,-0.3482779
51-8021,Stationary Engineers and Boiler Operators,33840,51970.0,67640.0,89160.0,-0.5032496
51-8031,Water and Wastewater Treatment Plant and System Operators,120710,44720.0,54890.0,67790.0,-0.44501
51-8091,Chemical Plant and System Operators,17980,59830.0,80030.0,99960.0,-0.3831282
51-8092,Gas Plant Operators,15930,66250.0,82560.0,99180.0,-0.2982082
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33360,76130.0,94580.0,102410.0,-0.370036
51-8099,"Plant and System Operators, All Other",15370,45390.0,56940.0,71500.0,-0.6702387
51-9011,Chemical Equipment Operators and Tenders,120260,43580.0,51720.0,66810.0,-0.511521
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",53170,39010.0,48120.0,59560.0,-0.9379141
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",26210,36920.0,44510.0,53850.0,-1.043476
51-9022,"Grinding and Polishing Workers, Hand",12290,34600.0,38940.0,47050.0,-1.146524
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",105740,38610.0,46100.0,55470.0,-0.819664
51-9031,"Cutters and Trimmers, Hand",7220,32090.0,37040.0,43400.0,-0.9479839
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",52720,37430.0,44310.0,50570.0,-1.079282
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",57080,36810.0,42670.0,49730.0,-1.042151
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14820,38200.0,45640.0,54660.0,-0.9582346
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",584630,37190.0,45850.0,58030.0,-0.0293395
51-9071,Jewelers and Precious Stone and Metal Workers,24060,36510.0,47450.0,62070.0,-0.1560197
51-9081,Dental Laboratory Technicians,34190,38250.0,47690.0,60880.0,0.0013206
51-9082,Medical Appliance Technicians,12550,38220.0,44960.0,52880.0,-0.4949538
51-9083,Ophthalmic Laboratory Technicians,18240,34630.0,37720.0,45540.0,-0.5966759
51-9111,Packaging and Filling Machine Operators and Tenders,371600,34440.0,38330.0,46540.0,-0.978608
51-9123,"Painting, Coating, and Decorating Workers",10700,34980.0,40230.0,48980.0,-0.9705587
51-9141,Semiconductor Processing Technicians,26450,38510.0,45850.0,56660.0,-0.6372312
51-9151,Photographic Process Workers and Processing Machine Operators,5770,31950.0,35620.0,44650.0,-0.3615806
51-9191,Adhesive Bonding Machine Operators and Tenders,12510,35660.0,43540.0,50350.0,-1.311418
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",15210,35370.0,39340.0,46530.0,-1.141885
51-9193,Cooling and Freezing Equipment Operators and Tenders,6500,36760.0,42420.0,51530.0,-0.9604952
51-9194,Etchers and Engravers,8140,33280.0,40040.0,47920.0,-0.6395226
