OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,15360,51650.0,65080.0,82990.0,-0.3040507
17-3025,Environmental Engineering Technologists and Technicians,13780,45330.0,54000.0,68790.0,0.0438054
17-3026,Industrial Engineering Technologists and Technicians,73020,50680.0,62610.0,77390.0,0.6106679
17-3027,Mechanical Engineering Technologists and Technicians,38930,51930.0,64020.0,79910.0,-0.1192367
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",66200,54160.0,73500.0,92880.0,0.1941278
17-3031,Surveying and Mapping Technicians,56050,39790.0,48940.0,62540.0,0.0852324
19-1011,Animal Scientists,2460,52870.0,70140.0,103260.0,1.041358
19-1012,Food Scientists and Technologists,14100,63980.0,82090.0,105640.0,0.7943575
19-1013,Soil and Plant Scientists,15800,54030.0,68240.0,93500.0,0.6320696
19-1020,Biological Scientists,133050,66570.0,91790.0,124790.0,0.752081
19-1021,Biochemists and Biophysicists,33180,81650.0,107460.0,136080.0,0.9060509
19-1022,Microbiologists,21540,62770.0,85470.0,120240.0,0.6955647
19-1023,Zoologists and Wildlife Biologists,17100,57120.0,70600.0,88190.0,0.3175953
19-1029,"Biological Scientists, All Other",61220,66400.0,91100.0,119390.0,1.010193
19-1031,Conservation Scientists,22790,53000.0,68750.0,87460.0,0.0690313
19-1032,Foresters,9450,55520.0,67330.0,82120.0,-0.184381
19-1041,Epidemiologists,10230,65910.0,81390.0,103980.0,1.436287
19-1042,"Medical Scientists, Except Epidemiologists",136620,76690.0,100890.0,133870.0,1.279928
19-2011,Astronomers,2080,85600.0,127930.0,172210.0,1.373737
19-2012,Physicists,18350,112610.0,155680.0,186330.0,1.345736
19-2021,Atmospheric and Space Scientists,9310,68080.0,92860.0,124760.0,1.373917
19-2031,Chemists,83530,64940.0,84680.0,118800.0,0.5011251
19-2032,Materials Scientists,8810,82670.0,106160.0,134580.0,1.032757
19-2041,"Environmental Scientists and Specialists, Including Health",80730,60920.0,78980.0,103420.0,1.014113
19-2042,"Geoscientists, Except Hydrologists and Geographers",24620,66280.0,92580.0,127480.0,0.7143481
19-2043,Hydrologists,6150,69240.0,88770.0,114710.0,0.6405071
19-2099,"Physical Scientists, All Other",20820,81210.0,112280.0,148430.0,1.140157
19-3011,Economists,16420,82330.0,115730.0,166070.0,1.403764
19-3022,Survey Researchers,8190,41330.0,60960.0,81460.0,1.42653
19-3032,Industrial-Organizational Psychologists,1030,90100.0,147420.0,219410.0,1.402475
19-3039,"Psychologists, All Other",14480,76550.0,117750.0,138280.0,1.389854
19-3041,Sociologists,2890,76030.0,101770.0,134980.0,1.411125
19-3051,Urban and Regional Planners,42690,63830.0,81800.0,102930.0,1.227516
19-3091,Anthropologists and Archeologists,7720,50510.0,63800.0,82000.0,0.6965665
19-3092,Geographers,1460,70600.0,90880.0,110240.0,1.436298
19-3093,Historians,3040,51720.0,72890.0,93580.0,1.098921
19-3094,Political Scientists,5580,96600.0,132350.0,167650.0,1.418863
19-3099,"Social Scientists and Related Workers, All Other",35210,75400.0,95890.0,123200.0,1.328048
19-4021,Biological Technicians,76990,42390.0,51430.0,65510.0,0.3012355
19-4031,Chemical Technicians,55880,45920.0,56750.0,73280.0,0.0628057
19-4051,Nuclear Technicians,5400,76280.0,101740.0,111420.0,0.1696743
19-4061,Social Science Research Assistants,30890,46140.0,56400.0,69720.0,1.204652
19-4092,Forensic Science Technicians,17520,50480.0,64940.0,84720.0,0.2400518
19-4099,"Life, Physical, and Social Science Technicians, All Other",72230,44040.0,58350.0,76080.0,0.4501044
21-1012,"Educational, Guidance, and Career Counselors and Advisors",327660,48760.0,61710.0,78780.0,0.9739287
21-1013,Marriage and Family Therapists,63340,45250.0,58510.0,78440.0,1.367434
21-1015,Rehabilitation Counselors,84750,36440.0,44040.0,56610.0,0.5025014
21-1021,"Child, Family, and School Social Workers",352160,45120.0,53940.0,68450.0,0.7761707
21-1022,Healthcare Social Workers,185020,50190.0,62940.0,78710.0,0.9339648
21-1023,Mental Health and Substance Abuse Social Workers,114680,43750.0,55960.0,74810.0,1.119216
21-1091,Health Education Specialists,57800,48210.0,62860.0,83800.0,0.691658
21-1092,Probation Officers and Correctional Treatment Specialists,85870,48800.0,61800.0,82040.0,0.5272448
21-1093,Social and Human Service Assistants,409310,35770.0,41410.0,49280.0,0.4652255
21-1094,Community Health Workers,58550,40490.0,48200.0,60740.0,0.0371229
21-2011,Clergy,56640,45540.0,58920.0,74620.0,1.282559
21-2021,"Directors, Religious Activities and Education",23270,39150.0,50140.0,70600.0,1.210922
23-1011,Lawyers,731340,98030.0,145760.0,217360.0,1.328783
23-1012,Judicial Law Clerks,14680,46090.0,57490.0,71240.0,1.462973
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",14670,75730.0,111090.0,160350.0,1.374714
23-1022,"Arbitrators, Mediators, and Conciliators",7060,51200.0,71540.0,107060.0,1.431593
23-1023,"Judges, Magistrate Judges, and Magistrates",24470,84300.0,148910.0,182200.0,1.496494
23-2011,Paralegals and Legal Assistants,354890,48180.0,60970.0,77600.0,1.292055
23-2093,"Title Examiners, Abstractors, and Searchers",49760,43760.0,53550.0,70260.0,1.279954
25-1011,"Business Teachers, Postsecondary",82980,64670.0,97130.0,140070.0,1.349314
25-1021,"Computer Science Teachers, Postsecondary",36150,65660.0,96430.0,133800.0,1.277778
25-1022,"Mathematical Science Teachers, Postsecondary",48230,62280.0,81020.0,108840.0,1.338676
25-1031,"Architecture Teachers, Postsecondary",8350,80010.0,105770.0,133570.0,1.222022
25-1032,"Engineering Teachers, Postsecondary",38370,81960.0,106910.0,139300.0,1.351133
25-1041,"Agricultural Sciences Teachers, Postsecondary",7550,64120.0,85260.0,110310.0,0.7546685
25-1042,"Biological Science Teachers, Postsecondary",52050,64990.0,83920.0,126760.0,1.227677
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1260,81040.0,101650.0,118460.0,1.260278
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",11770,65900.0,100690.0,135790.0,1.306156
25-1052,"Chemistry Teachers, Postsecondary",20210,65580.0,85810.0,125370.0,1.333947
25-1053,"Environmental Science Teachers, Postsecondary",7120,66060.0,88410.0,126160.0,1.347519
25-1054,"Physics Teachers, Postsecondary",14030,66780.0,98020.0,131140.0,1.044191
25-1061,"Anthropology and Archeology Teachers, Postsecondary",5030,67770.0,93650.0,126060.0,1.321694
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",11570,65390.0,86030.0,111650.0,1.308699
25-1063,"Economics Teachers, Postsecondary",12210,82110.0,115300.0,168240.0,1.319012
25-1064,"Geography Teachers, Postsecondary",3480,66610.0,85600.0,109120.0,1.318899
25-1065,"Political Science Teachers, Postsecondary",17090,66330.0,93810.0,127940.0,1.368397
25-1066,"Psychology Teachers, Postsecondary",40610,62980.0,82140.0,106610.0,1.33366
25-1067,"Sociology Teachers, Postsecondary",12870,64320.0,82670.0,109450.0,1.349229
25-1071,"Health Specialties Teachers, Postsecondary",225360,69140.0,105650.0,172990.0,0.924754
25-1072,"Nursing Instructors and Teachers, Postsecondary",72700,63050.0,80780.0,103370.0,0.5170682
25-1081,"Education Teachers, Postsecondary",60860,52740.0,73240.0,98130.0,1.192988
25-1082,"Library Science Teachers, Postsecondary",4220,64430.0,80310.0,101750.0,1.386292
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13390,56020.0,69030.0,102110.0,1.389999
25-1112,"Law Teachers, Postsecondary",14570,77860.0,127360.0,179700.0,1.35645
25-1113,"Social Work Teachers, Postsecondary",11730,53640.0,75020.0,96670.0,1.347327
25-1121,"Art, Drama, and Music Teachers, Postsecondary",101500,61970.0,80360.0,110120.0,0.7582769
25-1122,"Communications Teachers, Postsecondary",28520,61410.0,79910.0,104810.0,1.347435
25-1123,"English Language and Literature Teachers, Postsecondary",57600,60050.0,78130.0,102980.0,1.417833
25-1124,"Foreign Language and Literature Teachers, Postsecondary",20820,61530.0,78760.0,103340.0,1.33412
25-1125,"History Teachers, Postsecondary",20610,63650.0,82140.0,106840.0,1.43749
25-1126,"Philosophy and Religion Teachers, Postsecondary",20320,61830.0,79930.0,103340.0,1.363522
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2660,59170.0,78410.0,105280.0,1.211652
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",13270,58540.0,75770.0,101780.0,1.16489
25-1194,"Career/Technical Education Teachers, Postsecondary",111180,48890.0,62060.0,80200.0,0.1622185
25-2011,"Preschool Teachers, Except Special Education",430240,30810.0,37130.0,46500.0,0.0306372
25-2012,"Kindergarten Teachers, Except Special Education",118580,50970.0,62690.0,78950.0,0.3644047
25-2021,"Elementary School Teachers, Except Special Education",1410070,51260.0,63680.0,81480.0,0.8869491
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",626690,52040.0,64290.0,82120.0,1.286445
25-2023,"Career/Technical Education Teachers, Middle School",12210,54620.0,63860.0,78680.0,0.5199191
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1045170,54290.0,65220.0,83340.0,1.191325
25-2032,"Career/Technical Education Teachers, Secondary School",90070,57530.0,65130.0,81000.0,0.3734505
25-2051,"Special Education Teachers, Preschool",24850,51240.0,65270.0,89440.0,0.3750564
25-2052,"Special Education Teachers, Kindergarten and Elementary School",212850,54360.0,64910.0,81990.0,0.7357486
25-2059,"Special Education Teachers, All Other",43700,53780.0,67190.0,91050.0,-0.6632917
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36890,48580.0,60560.0,78230.0,1.348951
25-3021,Self-Enrichment Teachers,272110,34820.0,45330.0,62220.0,0.526352
25-3099,"Teachers and Instructors, All Other",118290,46600.0,64390.0,84380.0,1.32533
25-4011,Archivists,7150,46450.0,59910.0,79190.0,0.6765602
25-4012,Curators,12510,48080.0,61750.0,81950.0,0.7366658
25-4013,Museum Technicians and Conservators,12670,37580.0,48670.0,65020.0,-0.0912107
25-4031,Library Technicians,76670,32240.0,39310.0,49860.0,0.037965
25-9021,Farm and Home Management Educators,8110,46080.0,59770.0,75310.0,0.8604031
25-9031,Instructional Coordinators,207270,59190.0,74620.0,92230.0,1.301855
27-1011,Art Directors,51200,78970.0,106500.0,155680.0,1.02251
27-1012,Craft Artists,5830,29120.0,36600.0,49010.0,-0.9295284
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",10910,38160.0,59300.0,88690.0,-0.5690498
27-1014,Special Effects Artists and Animators,29940,71570.0,99060.0,133400.0,0.7058651
27-1021,Commercial and Industrial Designers,30810,59170.0,76250.0,99290.0,0.867039
27-1022,Fashion Designers,19940,58440.0,79290.0,107260.0,0.5801539
27-1023,Floral Designers,43350,29120.0,34690.0,38940.0,-0.2718452
27-1024,Graphic Designers,212720,45560.0,58910.0,77570.0,0.7156958
27-1025,Interior Designers,67760,47990.0,62510.0,79580.0,1.12168
27-1026,Merchandise Displayers and Window Trimmers,175790,31440.0,36230.0,42280.0,-1.001413
27-1027,Set and Exhibit Designers,10090,42980.0,59490.0,82620.0,-0.0519323
27-2012,Producers and Directors,154470,58540.0,82510.0,128040.0,0.9388108
27-2021,Athletes and Sports Competitors,14930,38040.0,70280.0,201140.0,-1.814336
27-2022,Coaches and Scouts,238980,32440.0,45910.0,62070.0,0.1168668
27-2023,"Umpires, Referees, and Other Sports Officials",14840,29140.0,35820.0,47690.0,-0.0325617
27-2032,Choreographers,4190,37440.0,52000.0,77330.0,-1.575769
27-2041,Music Directors and Composers,10770,46910.0,62590.0,101690.0,0.8829641
27-3011,Broadcast Announcers and Radio Disc Jockeys,25070,30920.0,44890.0,66070.0,0.8493547
27-3031,Public Relations Specialists,275550,50280.0,66750.0,92290.0,1.284927
27-3041,Editors,95700,51810.0,75020.0,101100.0,1.128221
27-3042,Technical Writers,47970,62060.0,80050.0,102260.0,1.184001
27-3043,Writers and Authors,49450,52660.0,73690.0,100990.0,0.9879274
27-3091,Interpreters and Translators,51560,44810.0,57090.0,76960.0,1.111319
27-4011,Audio and Video Technicians,66700,41440.0,51640.0,69980.0,-0.0117747
27-4012,Broadcast Technicians,26190,36770.0,57690.0,96710.0,0.1222249
27-4014,Sound Engineering Technicians,14600,45820.0,59430.0,94550.0,0.4715462
27-4021,Photographers,53630,32240.0,40760.0,62480.0,-0.1680973
27-4031,"Camera Operators, Television, Video, and Film",23940,44000.0,61800.0,93870.0,-0.4470009
27-4032,Film and Video Editors,29240,48920.0,66600.0,101910.0,0.985707
29-1011,Chiropractors,41480,57980.0,76530.0,101930.0,-0.1911757
29-1021,"Dentists, General",121640,123670.0,166300.0,218030.0,-0.1813301
29-1031,Dietitians and Nutritionists,73860,58290.0,69680.0,81860.0,1.342809
29-1041,Optometrists,41390,101650.0,131860.0,162070.0,0.5040194
29-1051,Pharmacists,331700,125860.0,136030.0,155550.0,0.6058705
29-1071,Physician Assistants,145740,108100.0,130020.0,151720.0,0.1059147
29-1081,Podiatrists,9470,87200.0,141650.0,216070.0,0.6279185
29-1122,Occupational Therapists,144840,79290.0,96370.0,109480.0,0.1151615
29-1123,Physical Therapists,240820,81970.0,99710.0,113630.0,-0.3581922
29-1124,Radiation Therapists,16640,82300.0,98300.0,112040.0,-0.2189393
29-1125,Recreational Therapists,15540,46420.0,57120.0,73150.0,0.2190109
29-1126,Respiratory Therapists,129750,65530.0,77960.0,88820.0,-0.1880507
29-1127,Speech-Language Pathologists,172100,71140.0,89290.0,107710.0,1.146267
29-1128,Exercise Physiologists,8060,45870.0,54860.0,64110.0,-0.0331901
29-1131,Veterinarians,78220,94860.0,119100.0,155230.0,-0.0749958
29-1141,Registered Nurses,3175390,75990.0,86070.0,104670.0,0.2294097
29-1161,Nurse Midwives,6960,110000.0,129650.0,146770.0,0.1966265
29-1171,Nurse Practitioners,280140,106960.0,126260.0,140610.0,0.1900572
29-1181,Audiologists,13880,74440.0,87740.0,105480.0,0.6329063
29-2031,Cardiovascular Technologists and Technicians,55660,44160.0,66170.0,85930.0,-0.0909526
29-2032,Diagnostic Medical Sonographers,82780,75640.0,84470.0,100580.0,-0.264054
29-2033,Nuclear Medicine Technologists,16560,80050.0,92500.0,104540.0,0.0855276
29-2034,Radiologic Technologists and Technicians,221170,60690.0,73410.0,84670.0,-0.5559037
29-2035,Magnetic Resonance Imaging Technologists,41340,75360.0,83740.0,99340.0,-0.0727627
29-2051,Dietetic Technicians,24240,31420.0,36520.0,43090.0,-0.1260282
29-2052,Pharmacy Technicians,460280,36290.0,40300.0,47680.0,0.0070256
29-2053,Psychiatric Technicians,115940,35730.0,39700.0,47960.0,-0.2203484
29-2055,Surgical Technologists,110320,49940.0,60610.0,72520.0,-0.4830476
29-2056,Veterinary Technologists and Technicians,122000,36340.0,43740.0,48900.0,-0.3623179
29-2057,Ophthalmic Medical Technicians,73390,36330.0,41780.0,49740.0,0.078734
29-2061,Licensed Practical and Licensed Vocational Nurses,630250,50640.0,59730.0,67140.0,-0.5137373
29-2081,"Opticians, Dispensing",76770,36380.0,44170.0,57490.0,0.1013966
29-2091,Orthotists and Prosthetists,8820,57120.0,78100.0,98160.0,0.066577
29-2092,Hearing Aid Specialists,10250,42520.0,58670.0,74900.0,0.5648953
29-2099,"Health Technologists and Technicians, All Other",171110,38710.0,47470.0,60980.0,-0.283854
29-9091,Athletic Trainers,28480,49750.0,57930.0,66580.0,-0.3311363
29-9092,Genetic Counselors,3050,83380.0,95770.0,108090.0,1.527667
29-9099,"Healthcare Practitioners and Technical Workers, All Other",36900,44250.0,63630.0,86830.0,0.2295568
31-2011,Occupational Therapy Assistants,46090,59400.0,67010.0,77290.0,-0.3153762
31-2012,Occupational Therapy Aides,4430,31940.0,36970.0,48720.0,-0.7734322
31-2021,Physical Therapist Assistants,104000,56490.0,64080.0,76610.0,-0.5308535
31-2022,Physical Therapist Aides,42390,28550.0,33520.0,37010.0,-0.8823265
31-9011,Massage Therapists,92650,41600.0,55310.0,74970.0,-1.410233
31-9091,Dental Assistants,370690,38220.0,46540.0,54430.0,-0.5268759
31-9092,Medical Assistants,763040,36780.0,42000.0,47220.0,0.1497917
31-9093,Medical Equipment Preparers,66790,38060.0,45280.0,53310.0,-0.7308648
31-9094,Medical Transcriptionists,52420,31200.0,37060.0,45780.0,1.06259
31-9095,Pharmacy Aides,43830,32240.0,36200.0,42580.0,-0.1552654
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,115770,31120.0,36440.0,42290.0,-0.7735824
31-9097,Phlebotomists,137080,36720.0,41810.0,47410.0,-0.2778475
31-9099,"Healthcare Support Workers, All Other",102230,36540.0,44490.0,54630.0,0.1660077
33-1011,First-Line Supervisors of Correctional Officers,52280,53890.0,70530.0,95870.0,-0.5584278
33-1012,First-Line Supervisors of Police and Detectives,138140,77750.0,101750.0,128460.0,-0.1923298
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,84120,66390.0,86220.0,108380.0,-0.593021
33-2011,Firefighters,315460,40230.0,57120.0,75320.0,-1.320232
33-2021,Fire Inspectors and Investigators,14200,57110.0,74160.0,101530.0,0.062793
33-2022,Forest Fire Inspectors and Prevention Specialists,2270,39250.0,54080.0,76540.0,-0.2144127
33-3011,Bailiffs,15900,40360.0,53040.0,75520.0,-0.5103183
33-3012,Correctional Officers and Jailers,351420,44890.0,53300.0,68580.0,-0.8875365
33-3021,Detectives and Criminal Investigators,106730,64830.0,91100.0,116170.0,0.2257696
33-3031,Fish and Game Wardens,6290,48250.0,60380.0,72900.0,-0.4585168
33-3041,Parking Enforcement Workers,7420,38030.0,46840.0,60370.0,-0.6239931
33-3051,Police and Sheriff's Patrol Officers,646310,54770.0,72280.0,92410.0,-0.6681123
33-3052,Transit and Railroad Police,2360,62230.0,72250.0,100170.0,-0.8205515
33-9011,Animal Control Workers,11600,36030.0,43170.0,54490.0,-0.5946321
33-9021,Private Detectives and Investigators,34600,40130.0,49540.0,74830.0,0.7483108
33-9031,Gambling Surveillance Officers and Gambling Investigators,10660,35080.0,39210.0,46590.0,0.7283933
33-9032,Security Guards,1202940,31660.0,37070.0,44630.0,-0.3908421
33-9091,Crossing Guards and Flaggers,90780,31680.0,36370.0,44750.0,-0.5699511
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",123560,26150.0,30380.0,35300.0,-0.4718385
33-9093,Transportation Security Screeners,47950,44570.0,50020.0,55810.0,-0.5068558
33-9099,"Protective Service Workers, All Other",82500,34690.0,39360.0,51540.0,0.0764088
35-1011,Chefs and Head Cooks,172370,45590.0,58920.0,75590.0,-0.2676433
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1176540,34480.0,38520.0,48680.0,-0.2575492
35-2011,"Cooks, Fast Food",673490,24960.0,29260.0,34320.0,-0.7131837
35-2012,"Cooks, Institution and Cafeteria",435640,29280.0,35320.0,40320.0,-0.6360813
35-2013,"Cooks, Private Household",740,34120.0,42590.0,57370.0,-0.7867444
35-2014,"Cooks, Restaurant",1412350,29860.0,35780.0,39630.0,-0.7418264
35-2015,"Cooks, Short Order",126370,28430.0,34130.0,38240.0,-0.5933817
35-2021,Food Preparation Workers,879610,27920.0,32420.0,36780.0,-1.226416
35-3011,Bartenders,711140,23860.0,31510.0,42800.0,-0.6159883
35-3031,Waiters and Waitresses,2237850,23770.0,31940.0,41600.0,-0.9481003
35-3041,"Food Servers, Nonrestaurant",267840,28640.0,33110.0,36780.0,-0.7270206
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,483390,26290.0,31180.0,35820.0,-1.927078
35-9021,Dishwashers,463940,27500.0,31200.0,35610.0,-1.738612
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",425020,24690.0,29220.0,34670.0,-0.0565477
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,171120,37790.0,46650.0,59290.0,-0.5854128
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",126020,45980.0,55740.0,69200.0,-0.5548871
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2172500,29570.0,35020.0,39630.0,-1.436201
37-2012,Maids and Housekeeping Cleaners,836230,28600.0,33450.0,37640.0,-1.480657
37-2021,Pest Control Workers,93760,36710.0,43470.0,48400.0,-0.7255374
37-3011,Landscaping and Groundskeeping Workers,929930,33810.0,37360.0,45350.0,-1.824293
