OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
13-1151,Training and Development Specialists,367180,46480.0,63080.0,83920.0,1.198409
13-1161,Market Research Analysts and Marketing Specialists,798620,49980.0,68230.0,99000.0,1.426757
13-1199,"Business Operations Specialists, All Other",1081230,54720.0,75990.0,101090.0,1.047687
13-2011,Accountants and Auditors,1402420,60920.0,78000.0,101150.0,1.481956
13-2031,Budget Analysts,48430,65360.0,82260.0,104290.0,1.502988
13-2041,Credit Analysts,71960,60290.0,78850.0,105900.0,1.345268
13-2051,Financial and Investment Analysts,291370,73320.0,95080.0,126120.0,1.380615
13-2052,Personal Financial Advisors,283060,61960.0,95390.0,165590.0,1.400749
13-2053,Insurance Underwriters,105900,59790.0,76230.0,100790.0,1.326652
13-2061,Financial Examiners,63370,62250.0,82210.0,118370.0,1.526064
13-2071,Credit Counselors,29090,39090.0,47320.0,58390.0,1.385381
13-2072,Loan Officers,345550,47890.0,65740.0,99200.0,1.385739
13-2081,"Tax Examiners and Collectors, and Revenue Agents",50610,44530.0,57950.0,78330.0,1.36682
13-2082,Tax Preparers,82370,34350.0,48250.0,74500.0,1.29371
13-2099,"Financial Specialists, All Other",127020,52070.0,73810.0,100650.0,1.361362
15-2011,Actuaries,25010,84800.0,113990.0,155670.0,1.516474
15-2021,Mathematicians,2070,82110.0,112110.0,140070.0,1.472319
15-2031,Operations Research Analysts,105080,64060.0,85720.0,113980.0,1.40002
15-2041,Statisticians,30780,76360.0,98920.0,129060.0,1.382724
17-1011,"Architects, Except Landscape and Naval",107490,65220.0,82840.0,105190.0,1.047142
17-1012,Landscape Architects,18120,54870.0,73210.0,94860.0,1.034388
17-1021,Cartographers and Photogrammetrists,13270,58660.0,71890.0,90690.0,0.8169979
17-1022,Surveyors,47770,48850.0,63080.0,85890.0,0.1460606
17-2011,Aerospace Engineers,61580,97620.0,126880.0,160840.0,1.338738
17-2021,Agricultural Engineers,1500,63010.0,83260.0,106700.0,0.9409636
17-2031,Bioengineers and Biomedical Engineers,19210,78500.0,99550.0,129230.0,0.9874239
17-2041,Chemical Engineers,20380,84670.0,106260.0,134490.0,1.341336
17-2051,Civil Engineers,307570,74330.0,89940.0,117540.0,1.282867
17-2061,Computer Hardware Engineers,74640,103490.0,132360.0,167740.0,1.141812
17-2071,Electrical Engineers,182210,80550.0,103320.0,132880.0,1.126725
17-2072,"Electronics Engineers, Except Computer",106640,86190.0,108170.0,137870.0,0.6654578
17-2081,Environmental Engineers,45440,75550.0,96530.0,123540.0,1.343561
17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",21520,78830.0,100660.0,127780.0,0.9948935
17-2112,Industrial Engineers,321400,77600.0,96350.0,117000.0,1.13787
17-2121,Marine Engineers and Naval Architects,7450,81320.0,96910.0,119550.0,0.5472173
17-2131,Materials Engineers,21510,78580.0,100140.0,130260.0,1.037278
17-2141,Mechanical Engineers,277560,76980.0,96310.0,122680.0,1.004709
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",7390,74250.0,97490.0,121990.0,1.34695
17-2161,Nuclear Engineers,12250,98320.0,122480.0,137810.0,1.303009
17-2171,Petroleum Engineers,20540,101080.0,131800.0,169230.0,1.247779
17-2199,"Engineers, All Other",150420,79670.0,104600.0,135310.0,0.787566
17-3011,Architectural and Civil Drafters,105960,47580.0,59820.0,74440.0,0.9233925
17-3012,Electrical and Electronics Drafters,20930,49960.0,64240.0,80980.0,0.910166
17-3013,Mechanical Drafters,47540,48400.0,61310.0,77930.0,0.8410071
17-3021,Aerospace Engineering and Operations Technologists and Technicians,9750,57580.0,74410.0,96150.0,0.3909402
17-3022,Civil Engineering Technologists and Technicians,62350,46300.0,59630.0,74590.0,0.9323219
17-3023,Electrical and Electronic Engineering Technologists and Technicians,99050,52400.0,66390.0,81890.0,0.3515252
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,14540,48550.0,60570.0,78250.0,-0.3040507
17-3025,Environmental Engineering Technologists and Technicians,13400,42190.0,50980.0,66550.0,0.0438054
17-3026,Industrial Engineering Technologists and Technicians,66560,48750.0,61210.0,75510.0,0.6106679
17-3027,Mechanical Engineering Technologists and Technicians,39610,49060.0,61990.0,77310.0,-0.1192367
17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",70250,49140.0,65520.0,85930.0,0.1941278
17-3031,Surveying and Mapping Technicians,56580,37720.0,47180.0,61070.0,0.0852324
19-1011,Animal Scientists,2520,54770.0,69390.0,101100.0,1.041358
19-1012,Food Scientists and Technologists,14720,62160.0,79860.0,102810.0,0.7943575
19-1013,Soil and Plant Scientists,16010,50220.0,65730.0,94290.0,0.6320696
19-1020,Biological Scientists,124910,63490.0,86000.0,119750.0,0.752081
19-1021,Biochemists and Biophysicists,32500,78700.0,103810.0,133150.0,0.9060509
19-1022,Microbiologists,19710,59110.0,81990.0,108120.0,0.6955647
19-1023,Zoologists and Wildlife Biologists,17410,52960.0,67430.0,83070.0,0.3175953
19-1029,"Biological Scientists, All Other",55300,63920.0,87300.0,114670.0,1.010193
19-1031,Conservation Scientists,22880,50230.0,64460.0,82750.0,0.0690313
19-1032,Foresters,9430,51710.0,64220.0,79660.0,-0.184381
19-1041,Epidemiologists,9430,62320.0,78520.0,100940.0,1.436287
19-1042,"Medical Scientists, Except Epidemiologists",110550,66780.0,99930.0,132870.0,1.279928
19-2011,Astronomers,2160,83980.0,128330.0,166020.0,1.373737
19-2012,Physicists,18840,108050.0,142850.0,176280.0,1.345736
19-2021,Atmospheric and Space Scientists,9900,66210.0,83780.0,115400.0,1.373917
19-2031,Chemists,83940,61960.0,80670.0,109270.0,0.5011251
19-2032,Materials Scientists,7620,80900.0,104380.0,135250.0,1.032757
19-2041,"Environmental Scientists and Specialists, Including Health",77270,59060.0,76480.0,100670.0,1.014113
19-2042,"Geoscientists, Except Hydrologists and Geographers",25230,62770.0,87480.0,131610.0,0.7143481
19-2043,Hydrologists,6270,66580.0,85990.0,110880.0,0.6405071
19-2099,"Physical Scientists, All Other",19820,80530.0,107970.0,143350.0,1.140157
19-3011,Economists,16370,81810.0,113940.0,156940.0,1.403764
19-3022,Survey Researchers,7880,44150.0,60410.0,80620.0,1.42653
19-3032,Industrial-Organizational Psychologists,1280,85990.0,139280.0,209630.0,1.402475
19-3039,"Psychologists, All Other",13900,68410.0,106420.0,124020.0,1.389854
19-3041,Sociologists,2980,71680.0,98590.0,126920.0,1.411125
19-3051,Urban and Regional Planners,39880,62130.0,79540.0,100500.0,1.227516
19-3091,Anthropologists and Archeologists,7350,50020.0,63940.0,81120.0,0.6965665
19-3092,Geographers,1360,67430.0,88900.0,105360.0,1.436298
19-3093,Historians,3120,47290.0,64540.0,93340.0,1.098921
19-3094,Political Scientists,5660,89810.0,128020.0,163320.0,1.418863
19-3099,"Social Scientists and Related Workers, All Other",33210,70990.0,88900.0,113780.0,1.328048
19-4021,Biological Technicians,73710,39040.0,49650.0,63060.0,0.3012355
19-4031,Chemical Technicians,56030,41430.0,50840.0,64370.0,0.0628057
19-4051,Nuclear Technicians,5880,78410.0,100420.0,107470.0,0.1696743
19-4061,Social Science Research Assistants,28720,41980.0,50470.0,64100.0,1.204652
19-4092,Forensic Science Technicians,17590,49320.0,63740.0,82160.0,0.2400518
19-4099,"Life, Physical, and Social Science Technicians, All Other",70770,39360.0,50290.0,65740.0,0.4501044
21-1012,"Educational, Guidance, and Career Counselors and Advisors",308000,47380.0,60140.0,76590.0,0.9739287
21-1013,Marriage and Family Therapists,62080,44730.0,56570.0,75220.0,1.367434
21-1015,Rehabilitation Counselors,82420,33790.0,39990.0,53470.0,0.5025014
21-1021,"Child, Family, and School Social Workers",344770,42060.0,50820.0,65250.0,0.7761707
21-1022,Healthcare Social Workers,182420,47510.0,60280.0,75390.0,0.9339648
21-1023,Mental Health and Substance Abuse Social Workers,107940,39730.0,51240.0,73050.0,1.119216
21-1091,Health Education Specialists,56190,45490.0,59990.0,81610.0,0.691658
21-1092,Probation Officers and Correctional Treatment Specialists,89920,46140.0,59860.0,78810.0,0.5272448
21-1093,Social and Human Service Assistants,399560,32850.0,38520.0,47130.0,0.4652255
21-1094,Community Health Workers,61300,38010.0,46190.0,59220.0,0.0371229
21-2011,Clergy,53140,41040.0,55550.0,68180.0,1.282559
21-2021,"Directors, Religious Activities and Education",24030,38060.0,49380.0,72290.0,1.210922
23-1011,Lawyers,707160,94440.0,135740.0,208980.0,1.328783
23-1012,Judicial Law Clerks,15540,44800.0,57490.0,76600.0,1.462973
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",12490,65250.0,94990.0,122970.0,1.374714
23-1022,"Arbitrators, Mediators, and Conciliators",7780,48130.0,64030.0,98680.0,1.431593
23-1023,"Judges, Magistrate Judges, and Magistrates",28230,86210.0,151030.0,183820.0,1.496494
23-2011,Paralegals and Legal Assistants,345240,46850.0,59200.0,75560.0,1.292055
23-2093,"Title Examiners, Abstractors, and Searchers",53680,40040.0,50490.0,65690.0,1.279954
25-1011,"Business Teachers, Postsecondary",78410,62340.0,88790.0,133750.0,1.349314
25-1021,"Computer Science Teachers, Postsecondary",33870,63170.0,84760.0,125790.0,1.277778
25-1022,"Mathematical Science Teachers, Postsecondary",46560,59900.0,77420.0,103960.0,1.338676
25-1031,"Architecture Teachers, Postsecondary",6420,66270.0,93220.0,128980.0,1.222022
25-1032,"Engineering Teachers, Postsecondary",36010,78570.0,103550.0,136530.0,1.351133
25-1041,"Agricultural Sciences Teachers, Postsecondary",8240,65020.0,85860.0,118620.0,0.7546685
25-1042,"Biological Science Teachers, Postsecondary",49920,62220.0,81650.0,121530.0,1.227677
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1270,76550.0,96500.0,115980.0,1.260278
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",11150,64200.0,97770.0,131650.0,1.306156
25-1052,"Chemistry Teachers, Postsecondary",20650,62770.0,80720.0,108000.0,1.333947
25-1053,"Environmental Science Teachers, Postsecondary",6240,61680.0,83040.0,106720.0,1.347519
25-1054,"Physics Teachers, Postsecondary",12860,63450.0,86550.0,125950.0,1.044191
25-1061,"Anthropology and Archeology Teachers, Postsecondary",4930,64400.0,85000.0,119590.0,1.321694
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",9340,62360.0,80910.0,104720.0,1.308699
25-1063,"Economics Teachers, Postsecondary",11640,76580.0,103930.0,144980.0,1.319012
25-1064,"Geography Teachers, Postsecondary",3340,63600.0,81920.0,102950.0,1.318899
25-1065,"Political Science Teachers, Postsecondary",15190,62820.0,83770.0,122090.0,1.368397
25-1066,"Psychology Teachers, Postsecondary",40050,61010.0,78810.0,102710.0,1.33366
25-1067,"Sociology Teachers, Postsecondary",12030,61320.0,78970.0,103340.0,1.349229
25-1071,"Health Specialties Teachers, Postsecondary",207700,64730.0,100300.0,167120.0,0.924754
25-1072,"Nursing Instructors and Teachers, Postsecondary",69190,61800.0,78580.0,100630.0,0.5170682
25-1081,"Education Teachers, Postsecondary",58280,50990.0,66930.0,97340.0,1.192988
25-1082,"Library Science Teachers, Postsecondary",4330,61920.0,76370.0,96130.0,1.386292
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",13900,51670.0,64990.0,97710.0,1.389999
25-1112,"Law Teachers, Postsecondary",14830,62940.0,108860.0,176900.0,1.35645
25-1113,"Social Work Teachers, Postsecondary",12050,51400.0,66510.0,85040.0,1.347327
25-1121,"Art, Drama, and Music Teachers, Postsecondary",97830,58570.0,77280.0,103690.0,0.7582769
25-1122,"Communications Teachers, Postsecondary",27350,58520.0,76250.0,99850.0,1.347435
25-1123,"English Language and Literature Teachers, Postsecondary",57680,53460.0,74280.0,100200.0,1.417833
25-1124,"Foreign Language and Literature Teachers, Postsecondary",19520,59250.0,76030.0,99570.0,1.33412
25-1125,"History Teachers, Postsecondary",18250,61140.0,79400.0,102870.0,1.43749
25-1126,"Philosophy and Religion Teachers, Postsecondary",21620,61200.0,78780.0,100150.0,1.363522
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",2420,58220.0,76440.0,107060.0,1.211652
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",13400,52980.0,72650.0,99860.0,1.16489
25-1194,"Career/Technical Education Teachers, Postsecondary",103100,46890.0,59840.0,77840.0,0.1622185
25-2011,"Preschool Teachers, Except Special Education",415360,28870.0,35330.0,44090.0,0.0306372
25-2012,"Kindergarten Teachers, Except Special Education",119250,48550.0,60490.0,77200.0,0.3644047
25-2021,"Elementary School Teachers, Except Special Education",1394200,49120.0,61690.0,78860.0,0.8869491
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",611120,49320.0,61810.0,78970.0,1.286445
25-2023,"Career/Technical Education Teachers, Middle School",11110,51630.0,62630.0,77810.0,0.5199191
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",1042090,50090.0,62360.0,79520.0,1.191325
25-2032,"Career/Technical Education Teachers, Secondary School",88280,51340.0,62500.0,78320.0,0.3734505
25-2051,"Special Education Teachers, Preschool",22970,48760.0,62240.0,81270.0,0.3750564
25-2052,"Special Education Teachers, Kindergarten and Elementary School",195010,50450.0,62390.0,79580.0,0.7357486
25-2059,"Special Education Teachers, All Other",42780,50730.0,63950.0,89770.0,-0.6632917
25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36490,46320.0,58590.0,76770.0,1.348951
25-3021,Self-Enrichment Teachers,248150,31230.0,44110.0,60640.0,0.526352
25-3099,"Teachers and Instructors, All Other",120480,45170.0,61250.0,80630.0,1.32533
25-4011,Archivists,7230,45390.0,58640.0,78400.0,0.6765602
25-4012,Curators,11620,46170.0,60380.0,79200.0,0.7366658
25-4013,Museum Technicians and Conservators,12240,36320.0,47270.0,62520.0,-0.0912107
25-4031,Library Technicians,73330,30400.0,37600.0,47940.0,0.037965
25-9021,Farm and Home Management Educators,8220,39070.0,53450.0,71050.0,0.8604031
25-9031,Instructional Coordinators,198660,52140.0,66490.0,84900.0,1.301855
27-1011,Art Directors,54470,77220.0,105180.0,153760.0,1.02251
27-1012,Craft Artists,4760,30620.0,38150.0,54170.0,-0.9295284
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",12080,38760.0,57560.0,83440.0,-0.5690498
27-1014,Special Effects Artists and Animators,35990,67900.0,98950.0,131280.0,0.7058651
27-1021,Commercial and Industrial Designers,30450,58170.0,75910.0,100140.0,0.867039
27-1022,Fashion Designers,20560,52840.0,76700.0,104800.0,0.5801539
27-1023,Floral Designers,42840,28590.0,33160.0,37770.0,-0.2718452
27-1024,Graphic Designers,211890,44350.0,57990.0,76970.0,0.7156958
27-1025,Interior Designers,64290,47590.0,61590.0,79770.0,1.12168
27-1026,Merchandise Displayers and Window Trimmers,173110,30750.0,35380.0,41780.0,-1.001413
27-1027,Set and Exhibit Designers,9490,41570.0,59990.0,82790.0,-0.0519323
27-2012,Producers and Directors,153770,58080.0,85320.0,127970.0,0.9388108
27-2021,Athletes and Sports Competitors,11930,44690.0,94270.0,215530.0,-1.814336
27-2022,Coaches and Scouts,218970,31340.0,44890.0,62330.0,0.1168668
27-2023,"Umpires, Referees, and Other Sports Officials",12720,28080.0,36010.0,48610.0,-0.0325617
27-2032,Choreographers,5400,33700.0,50990.0,75390.0,-1.575769
27-2041,Music Directors and Composers,11690,45050.0,62940.0,98200.0,0.8829641
27-3011,Broadcast Announcers and Radio Disc Jockeys,26820,31030.0,41750.0,68400.0,0.8493547
27-3031,Public Relations Specialists,264750,49980.0,67440.0,92880.0,1.284927
27-3041,Editors,101430,50880.0,73080.0,102850.0,1.128221
27-3042,Technical Writers,48620,61260.0,79960.0,102120.0,1.184001
27-3043,Writers and Authors,54010,50980.0,73150.0,105000.0,0.9879274
27-3091,Interpreters and Translators,52160,41440.0,53640.0,73430.0,1.111319
27-4011,Audio and Video Technicians,56110,39420.0,50660.0,68100.0,-0.0117747
27-4012,Broadcast Technicians,33020,37940.0,60700.0,100320.0,0.1222249
27-4014,Sound Engineering Technicians,13420,41600.0,60670.0,99470.0,0.4715462
27-4021,Photographers,47380,31050.0,40170.0,59750.0,-0.1680973
27-4031,"Camera Operators, Television, Video, and Film",22970,42710.0,58230.0,84240.0,-0.4470009
27-4032,Film and Video Editors,32080,46800.0,63520.0,97960.0,0.985707
29-1011,Chiropractors,37740,52750.0,75380.0,100320.0,-0.1911757
29-1021,"Dentists, General",120740,105480.0,155040.0,212220.0,-0.1813301
29-1031,Dietitians and Nutritionists,69880,56490.0,66450.0,80430.0,1.342809
29-1041,Optometrists,40640,96980.0,125590.0,156030.0,0.5040194
29-1051,Pharmacists,325480,123020.0,132750.0,147750.0,0.6058705
29-1071,Physician Assistants,140910,104240.0,126010.0,140660.0,0.1059147
29-1081,Podiatrists,9320,97920.0,148720.0,208180.0,0.6279185
29-1122,Occupational Therapists,134980,77700.0,93180.0,104730.0,0.1151615
29-1123,Physical Therapists,229740,80700.0,97720.0,107430.0,-0.3581922
29-1124,Radiation Therapists,15510,77930.0,89530.0,105760.0,-0.2189393
29-1125,Recreational Therapists,15920,41600.0,51330.0,66530.0,0.2190109
29-1126,Respiratory Therapists,129910,62260.0,70540.0,81610.0,-0.1880507
29-1127,Speech-Language Pathologists,162760,66700.0,84140.0,104500.0,1.146267
29-1128,Exercise Physiologists,6580,46070.0,51350.0,62850.0,-0.0331901
29-1131,Veterinarians,78810,82580.0,103260.0,132980.0,-0.0749958
29-1141,Registered Nurses,3072700,66680.0,81220.0,101100.0,0.2294097
29-1151,Nurse Anesthetists,46540,174190.0,203090.0,227160.0,0.2413191
29-1161,Nurse Midwives,7950,102510.0,120880.0,137010.0,0.1966265
29-1171,Nurse Practitioners,258230,103250.0,121610.0,135470.0,0.1900572
29-1181,Audiologists,13940,68750.0,82680.0,101100.0,0.6329063
29-2031,Cardiovascular Technologists and Technicians,55750,39430.0,63020.0,81740.0,-0.0909526
29-2032,Diagnostic Medical Sonographers,81080,68580.0,81350.0,97350.0,-0.264054
29-2033,Nuclear Medicine Technologists,16910,76910.0,85300.0,100740.0,0.0855276
29-2034,Radiologic Technologists and Technicians,215820,57350.0,65140.0,80050.0,-0.5559037
29-2035,Magnetic Resonance Imaging Technologists,38380,67770.0,80090.0,93360.0,-0.0727627
29-2051,Dietetic Technicians,19690,29710.0,33960.0,39480.0,-0.1260282
29-2052,Pharmacy Technicians,453630,34590.0,37790.0,45710.0,0.0070256
29-2053,Psychiatric Technicians,100950,31660.0,37380.0,45710.0,-0.2203484
29-2055,Surgical Technologists,107400,47860.0,55960.0,64360.0,-0.4830476
29-2056,Veterinary Technologists and Technicians,118750,34510.0,38240.0,46740.0,-0.3623179
29-2057,Ophthalmic Medical Technicians,66060,35100.0,38860.0,48080.0,0.078734
29-2061,Licensed Practical and Licensed Vocational Nurses,632020,47800.0,54620.0,62110.0,-0.5137373
29-2081,"Opticians, Dispensing",73460,34310.0,39610.0,52000.0,0.1013966
29-2091,Orthotists and Prosthetists,9150,54600.0,77070.0,93980.0,0.066577
29-2092,Hearing Aid Specialists,10080,40610.0,59020.0,75150.0,0.5648953
29-2099,"Health Technologists and Technicians, All Other",162800,36850.0,44990.0,59210.0,-0.283854
29-9091,Athletic Trainers,29720,47320.0,53840.0,63240.0,-0.3311363
29-9092,Genetic Counselors,3220,79940.0,89990.0,104610.0,1.527667
29-9099,"Healthcare Practitioners and Technical Workers, All Other",41130,39440.0,60160.0,82410.0,0.2295568
31-2011,Occupational Therapy Assistants,43810,57470.0,64250.0,76270.0,-0.3153762
31-2012,Occupational Therapy Aides,3710,30590.0,37060.0,53240.0,-0.7734322
31-2021,Physical Therapist Assistants,97740,53970.0,62770.0,75310.0,-0.5308535
31-2022,Physical Therapist Aides,42800,26940.0,31410.0,35280.0,-0.8823265
31-9011,Massage Therapists,86270,39080.0,49860.0,67300.0,-1.410233
31-9091,Dental Assistants,363880,36910.0,44820.0,48870.0,-0.5268759
31-9092,Medical Assistants,752460,35330.0,38270.0,45360.0,0.1497917
31-9093,Medical Equipment Preparers,63890,36240.0,41480.0,50300.0,-0.7308648
31-9094,Medical Transcriptionists,48680,29120.0,34730.0,43950.0,1.06259
31-9095,Pharmacy Aides,43230,28600.0,33270.0,39590.0,-0.1552654
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,111880,29190.0,34740.0,37510.0,-0.7735824
31-9097,Phlebotomists,137090,35020.0,38530.0,45280.0,-0.2778475
31-9099,"Healthcare Support Workers, All Other",107170,33550.0,40420.0,50400.0,0.1660077
33-1011,First-Line Supervisors of Correctional Officers,55900,47430.0,63310.0,86800.0,-0.5584278
33-1012,First-Line Supervisors of Police and Detectives,131860,72260.0,96290.0,122850.0,-0.1923298
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,84040,61820.0,80150.0,101820.0,-0.593021
33-2011,Firefighters,321450,37400.0,51680.0,70730.0,-1.320232
33-2021,Fire Inspectors and Investigators,14510,53290.0,69450.0,96470.0,0.062793
33-2022,Forest Fire Inspectors and Prevention Specialists,2290,35270.0,48110.0,72990.0,-0.2144127
33-3011,Bailiffs,16470,37510.0,49100.0,72150.0,-0.5103183
33-3012,Correctional Officers and Jailers,363250,39850.0,49610.0,64110.0,-0.8875365
33-3021,Detectives and Criminal Investigators,107400,61240.0,86280.0,110530.0,0.2257696
33-3031,Fish and Game Wardens,6530,46300.0,59500.0,72800.0,-0.4585168
33-3041,Parking Enforcement Workers,8150,34650.0,41570.0,52250.0,-0.6239931
33-3051,Police and Sheriff's Patrol Officers,655890,50210.0,65790.0,84520.0,-0.6681123
33-3052,Transit and Railroad Police,3370,56990.0,69150.0,92580.0,-0.8205515
33-9011,Animal Control Workers,11490,33260.0,39320.0,50040.0,-0.5946321
33-9021,Private Detectives and Investigators,32050,38360.0,52120.0,75740.0,0.7483108
33-9031,Gambling Surveillance Officers and Gambling Investigators,10500,30290.0,35970.0,44630.0,0.7283933
33-9032,Security Guards,1124890,28860.0,34750.0,39440.0,-0.3908421
33-9091,Crossing Guards and Flaggers,91270,29120.0,33380.0,40510.0,-0.5699511
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",107930,22880.0,27270.0,31260.0,-0.4718385
33-9093,Transportation Security Screeners,47550,42600.0,47710.0,52460.0,-0.5068558
33-9099,"Protective Service Workers, All Other",93840,31200.0,36460.0,47020.0,0.0764088
35-1011,Chefs and Head Cooks,160190,42950.0,56520.0,72820.0,-0.2676433
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1169620,31200.0,37050.0,46710.0,-0.2575492
35-2011,"Cooks, Fast Food",725590,22550.0,27640.0,31970.0,-0.7131837
35-2012,"Cooks, Institution and Cafeteria",417780,27490.0,32510.0,37760.0,-0.6360813
35-2013,"Cooks, Private Household",610,26620.0,38570.0,52070.0,-0.7867444
35-2014,"Cooks, Restaurant",1321480,28690.0,34110.0,37350.0,-0.7418264
35-2015,"Cooks, Short Order",133290,25330.0,30360.0,35170.0,-0.5933817
35-2021,Food Preparation Workers,904330,25880.0,29790.0,34970.0,-1.226416
35-3011,Bartenders,613070,22340.0,29380.0,37560.0,-0.6159883
35-3031,Waiters and Waitresses,2122210,21810.0,29120.0,36400.0,-0.9481003
35-3041,"Food Servers, Nonrestaurant",248870,26920.0,30300.0,35170.0,-0.7270206
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,439770,23320.0,29120.0,33860.0,-1.927078
35-9021,Dishwashers,431840,24940.0,29080.0,33710.0,-1.738612
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",400420,22630.0,27720.0,31300.0,-0.0565477
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,165750,35970.0,44440.0,56640.0,-0.5854128
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",122910,43080.0,50810.0,64270.0,-0.5548871
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2148350,27920.0,31990.0,37560.0,-1.436201
37-2012,Maids and Housekeeping Cleaners,771390,26510.0,29960.0,35480.0,-1.480657
37-2021,Pest Control Workers,91160,35090.0,38310.0,47010.0,-0.7255374
