OCC_CODE,OCC_TITLE,TOT_EMP,A_PCT25,A_MEDIAN,A_PCT75,AIOE
27-3042,Technical Writers,55530,68640.0,91670.0,102740.0,1.184001
27-3043,Writers and Authors,47800,52890.0,72270.0,98320.0,0.9879274
27-3091,Interpreters and Translators,53360,45020.0,59440.0,80020.0,1.111319
27-4011,Audio and Video Technicians,70080,43860.0,54830.0,73590.0,-0.0117747
27-4012,Broadcast Technicians,21080,36900.0,53920.0,80390.0,0.1222249
27-4014,Sound Engineering Technicians,13050,47680.0,66430.0,99950.0,0.4715462
27-4021,Photographers,51230,34790.0,42520.0,62370.0,-0.1680973
27-4031,"Camera Operators, Television, Video, and Film",24460,48060.0,68810.0,102400.0,-0.4470009
27-4032,Film and Video Editors,28860,50230.0,70980.0,101570.0,0.985707
29-1011,Chiropractors,37630,59320.0,79000.0,104000.0,-0.1911757
29-1021,"Dentists, General",113490,126090.0,172790.0,220380.0,-0.1813301
29-1031,Dietitians and Nutritionists,76570,61260.0,73850.0,85200.0,1.342809
29-1041,Optometrists,41890,103310.0,134830.0,163710.0,0.5040194
29-1051,Pharmacists,328870,127250.0,137480.0,158620.0,0.6058705
29-1071,Physician Assistants,155540,113770.0,133260.0,160160.0,0.1059147
29-1081,Podiatrists,9520,91130.0,152800.0,217960.0,0.6279185
29-1122,Occupational Therapists,152280,80490.0,98340.0,110460.0,0.1151615
29-1123,Physical Therapists,248630,83470.0,101020.0,117190.0,-0.3581922
29-1124,Radiation Therapists,18700,86520.0,101990.0,120360.0,-0.2189393
29-1125,Recreational Therapists,15060,48230.0,60280.0,77680.0,0.2190109
29-1126,Respiratory Therapists,136420,68410.0,80450.0,95530.0,-0.1880507
29-1127,Speech-Language Pathologists,178790,75310.0,95410.0,112510.0,1.146267
29-1128,Exercise Physiologists,8110,48650.0,58160.0,65430.0,-0.0331901
29-1131,Veterinarians,80630,98420.0,125510.0,161610.0,-0.0749958
29-1141,Registered Nurses,3282010,78610.0,93600.0,107960.0,0.2294097
29-1161,Nurse Midwives,8280,104260.0,128790.0,146520.0,0.1966265
29-1171,Nurse Practitioners,307390,109940.0,129210.0,149570.0,0.1900572
29-1181,Audiologists,14730,76440.0,92120.0,109330.0,0.6329063
29-2031,Cardiovascular Technologists and Technicians,61180,46470.0,67260.0,91430.0,-0.0909526
29-2032,Diagnostic Medical Sonographers,86460,78080.0,89340.0,103630.0,-0.264054
29-2033,Nuclear Medicine Technologists,16960,83020.0,97020.0,108190.0,0.0855276
29-2034,Radiologic Technologists and Technicians,223460,62910.0,77660.0,93610.0,-0.5559037
29-2035,Magnetic Resonance Imaging Technologists,41530,78150.0,88180.0,102440.0,-0.0727627
29-2051,Dietetic Technicians,29950,32460.0,37040.0,44290.0,-0.1260282
29-2052,Pharmacy Technicians,487920,36920.0,43460.0,48580.0,0.0070256
29-2053,Psychiatric Technicians,136300,37170.0,42590.0,48910.0,-0.2203484
29-2055,Surgical Technologists,113890,51740.0,62830.0,77140.0,-0.4830476
29-2056,Veterinary Technologists and Technicians,131320,37390.0,45980.0,50960.0,-0.3623179
29-2057,Ophthalmic Medical Technicians,76520,37100.0,44080.0,49730.0,0.078734
29-2061,Licensed Practical and Licensed Vocational Nurses,632430,55220.0,62340.0,73160.0,-0.5137373
29-2081,"Opticians, Dispensing",79690,37900.0,46560.0,59680.0,0.1013966
29-2091,Orthotists and Prosthetists,9930,59990.0,78310.0,98880.0,0.066577
29-2092,Hearing Aid Specialists,10580,47150.0,61560.0,78110.0,0.5648953
29-2099,"Health Technologists and Technicians, All Other",174060,40740.0,48790.0,62280.0,-0.283854
29-9091,Athletic Trainers,28950,51590.0,60250.0,70880.0,-0.3311363
29-9092,Genetic Counselors,3510,87060.0,98910.0,113220.0,1.527667
29-9099,"Healthcare Practitioners and Technical Workers, All Other",36970,45250.0,64030.0,91000.0,0.2295568
31-2011,Occupational Therapy Assistants,47910,59950.0,68340.0,77340.0,-0.3153762
31-2012,Occupational Therapy Aides,5000,34840.0,37370.0,44190.0,-0.7734322
31-2021,Physical Therapist Assistants,108010,58240.0,65510.0,77270.0,-0.5308535
31-2022,Physical Therapist Aides,44010,29710.0,34520.0,38240.0,-0.8823265
31-9011,Massage Therapists,96040,44870.0,57950.0,77170.0,-1.410233
31-9091,Dental Assistants,375430,39520.0,47300.0,56910.0,-0.5268759
31-9092,Medical Assistants,793460,37610.0,44200.0,48160.0,0.1497917
31-9093,Medical Equipment Preparers,72760,38910.0,46490.0,56160.0,-0.7308648
31-9094,Medical Transcriptionists,43070,31200.0,37550.0,45680.0,1.06259
31-9095,Pharmacy Aides,41100,34450.0,37000.0,42570.0,-0.1552654
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,114190,34320.0,37320.0,44550.0,-0.7735824
31-9097,Phlebotomists,138880,37540.0,43660.0,48170.0,-0.2778475
31-9099,"Healthcare Support Workers, All Other",103650,37570.0,46050.0,57650.0,0.1660077
33-1011,First-Line Supervisors of Correctional Officers,53390,56890.0,76310.0,102190.0,-0.5584278
33-1012,First-Line Supervisors of Police and Detectives,153130,80940.0,105980.0,133520.0,-0.1923298
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,93680,72240.0,92430.0,115990.0,-0.593021
33-2011,Firefighters,332240,44180.0,59530.0,77410.0,-1.320232
33-2021,Fire Inspectors and Investigators,14050,60700.0,78060.0,105390.0,0.062793
33-2022,Forest Fire Inspectors and Prevention Specialists,2780,41000.0,52380.0,77780.0,-0.2144127
33-3011,Bailiffs,16910,43420.0,57050.0,77880.0,-0.5103183
33-3012,Correctional Officers and Jailers,365380,47520.0,57970.0,75330.0,-0.8875365
33-3021,Detectives and Criminal Investigators,110790,68390.0,93580.0,120080.0,0.2257696
33-3031,Fish and Game Wardens,6420,53260.0,68180.0,82100.0,-0.4585168
33-3041,Parking Enforcement Workers,7770,39930.0,47150.0,61210.0,-0.6239931
33-3051,Police and Sheriff's Patrol Officers,666990,58980.0,76290.0,97190.0,-0.6681123
33-3052,Transit and Railroad Police,3000,65920.0,82320.0,114040.0,-0.8205515
33-9011,Animal Control Workers,11790,38160.0,45830.0,57110.0,-0.5946321
33-9021,Private Detectives and Investigators,38700,41940.0,52370.0,75310.0,0.7483108
33-9031,Gambling Surveillance Officers and Gambling Investigators,10000,37410.0,43900.0,50610.0,0.7283933
33-9032,Security Guards,1241770,35100.0,38370.0,46660.0,-0.3908421
33-9091,Crossing Guards and Flaggers,90180,34280.0,37700.0,46920.0,-0.5699511
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",143590,28840.0,33720.0,37750.0,-0.4718385
33-9093,Transportation Security Screeners,46340,52210.0,63360.0,69990.0,-0.5068558
33-9099,"Protective Service Workers, All Other",83110,35540.0,41600.0,54310.0,0.0764088
35-1011,Chefs and Head Cooks,182320,47710.0,60990.0,76790.0,-0.2676433
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,1187460,35400.0,42010.0,50920.0,-0.2575492
35-2011,"Cooks, Fast Food",668230,26540.0,30160.0,35710.0,-0.7131837
35-2012,"Cooks, Institution and Cafeteria",448260,30530.0,36450.0,42860.0,-0.6360813
35-2013,"Cooks, Private Household",900,42800.0,44530.0,47150.0,-0.7867444
35-2014,"Cooks, Restaurant",1452130,31310.0,36830.0,43610.0,-0.7418264
35-2015,"Cooks, Short Order",150420,30160.0,35620.0,39990.0,-0.5933817
35-2021,Food Preparation Workers,888770,28740.0,34220.0,37540.0,-1.226416
35-3011,Bartenders,745610,25790.0,33530.0,46790.0,-0.6159883
35-3031,Waiters and Waitresses,2302690,25690.0,33760.0,45350.0,-0.9481003
35-3041,"Food Servers, Nonrestaurant",271780,29800.0,34460.0,37550.0,-0.7270206
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,522010,27830.0,32670.0,36880.0,-1.927078
35-9021,Dishwashers,471670,28740.0,33670.0,36750.0,-1.738612
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",427150,26630.0,30380.0,35840.0,-0.0565477
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,174660,38600.0,47520.0,60330.0,-0.5854128
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",124130,46350.0,56170.0,70320.0,-0.5548871
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2199900,30830.0,35930.0,41650.0,-1.436201
37-2012,Maids and Housekeeping Cleaners,854910,29630.0,34660.0,38510.0,-1.480657
37-2021,Pest Control Workers,96110,37060.0,44730.0,49300.0,-0.7255374
37-3011,Landscaping and Groundskeeping Workers,943430,35250.0,38090.0,45870.0,-1.824293
